text,label,source,source_label,mapping_confidence,is_event_specific
"In accordance with the fair credit reporting act XXXX Acct # XXXX, has violated my rights. 15 USC 1681 Section 602 States I have the right to privacy. 15 USC 1681 Section 604 A Section 2 : it also states a consumer reporting agency can not furnish a account without my written instructions. 15 USC 1666B : A creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any purpose.",complaint,hf_hpe_customer_complaints,"improper use of your report reporting company used your report improperly credit reporting, credit repair services, or o",public_mapped_high,False
"I have to receive the corporate newsletter, how to do it?",other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
can you help me speaking with someone?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
is it possible to contact an operator,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
I am interested in booking your gold package for a corporate dinner.,booking_inquiry,eventsense_event_templates,booking_inquiry,event_specific_template,True
Is the luxury package available for 60 guests?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
Late paymemt/missed payment and closed account was reported on my credit report during the Covid-19 Pandemic. I had difficulty keeping up with the payment due to being laid off from my job to job. I have tried to find multiple job just from being laid off job to job due to the business closing and not need much workers.,complaint,hf_hpe_customer_complaints,problem with a credit reporting company's investigation into an existing problem investigation took more than 30 days cr,public_mapped_high,False
help me to reset the pass of my user account,service_question,hf_bitext_customer_support,recover_password,public_mapped_high,False
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,other,hf_sms_spam_collection,ham,other_spam_noise,False
"On XX/XX/2023 I made an online order for XXXX soccer jerseys on XXXX. I also paid for expedited shipping with my order, which stated that delivery would be within 5 to 7 days. The total of my order was {$140.00} On XX/XX/2023, I sent the merchant an email asking why I still have not received my order, almost one whole month later. I did not receive a response to this email. On XX/XX/2023, I sent the merchant another email, explaining that it had been way past 2 months and I still did not receive the order. I did not get a response to this email, either. Soon after this, I filed a dispute with Citi Bank, case number XXXX. When I filed this dispute, the customer service agent told me that I was instantly going to receive a conditional credit to my account for the amount in dispute of {$140.00}. A few days later, I had checked my checking account and noticed that I did not receive the credit to my account. I called Citi Bank and they said that they do not offer conditional credit in these cases ; the previous customer service agent was uninformed, or lied. I said okay and let them process the case. On XX/XX/XXXX, I received a paper in the mail asking for more information about my case. I filled the paper out, stating all of the details about my dispute and sent the paper to the email address provided on XX/XX/2023. On XXXX XXXX I spoke to Citi Customer support to see what was the status on my case. The agent told me that my case was denied because I did not provide enough information. She said however, I can appeal the case at my nearest Citi Bank branch. She said to print the emails I sent to the merchant, as well as any proof of my purchase. I printed the XXXX emails I sent to the merchant, and the invoice that the merchant sent me. When I arrived at the branch they told me that theyre not sure why support sent me to the branch, as they have to do this over the phone with customer support. So, I had to speak to customer service about my dispute over the phone, at the branch. The workers at the branch told me I had wasted my time going there.",payment_issue,hf_hpe_customer_complaints,problem with a lender or other company charging your account transaction was not authorized checking or savings account ,public_mapped_high,False
I am angry that I got charged for using my card.,pricing_request,hf_banking77,card_payment_fee_charged,public_mapped_medium,False
need hepl recovering my user profile PIN,service_question,hf_bitext_customer_support,recover_password,public_mapped_high,False
Do I have to use a bank approved ATM to withdraw money?,service_question,hf_banking77,atm_support,public_mapped_medium,False
I have a question about canceling order,cancellation_request,hf_bitext_customer_support,cancel_order,public_mapped_high,False
give me the cheapest flight from dallas to baltimore on saturday,availability_question,hf_atis,flight,weak_domain_mapped,False
I need help with adding a producft to order,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
Where do I get a disposable virtual card?,payment_issue,hf_banking77,get_disposable_virtual_card,public_mapped_medium,False
is there limo service at pittsburgh airport,service_question,hf_atis,ground_service,weak_domain_mapped,False
can you help me seeing your refund policy?,payment_issue,hf_bitext_customer_support,check_refund_policy,public_mapped_high,False
I try to chat with somebody,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
give me the fares for round trip flights from cleveland to miami next wednesday,pricing_request,hf_atis,airfare,weak_domain_mapped,False
"As I double checked that I have the correct account details that i submitted , they're right for sure. Transfer is still pending so far.",payment_issue,hf_banking77,pending_transfer,public_mapped_medium,False
"MEDICREDIT, INC # XXXXXXXThis is NOT a request for verification or proof of Claimant mailing address, but a request for VALIDATION and PROOF OFCLAIM made pursuant to the above named Titles and Sections. I respectfully request that your offices provide Claimant with competent evidence as per the attached Declaration and Proof of Claim that I have any legal obligation to pay you the unsubstantiated alleged debt. Furthermore you shall cease all verbal communication. No phone calls to the Claimant. At this time I will also inform you that if your offices have reported invalidated information to any of the 3 major Credit Bureaus, such as, XXXX, XXXX and XXXX XXXX prior to validation and proof of claim of the disputed debt, this action might constitute fraud under both Federal and State Laws. Due to this fact ; if any negative mark is found on any of Claimant credit reports by your company or the company that you represent I will not hesitate in bringing legal action against you and your client for the following account MEDICREDIT, INC # XXXX",complaint,hf_hpe_customer_complaints,attempts to collect debt not owed debt is not yours debt collection   ,public_mapped_high,False
boston ground transportation,service_question,hf_atis,ground_service,weak_domain_mapped,False
I don't know what todo to purchase something,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
help to inform of issues with signu,service_question,hf_bitext_customer_support,registration_problems,public_mapped_high,False
"In accordance with the Fair Credit Reporting Act, XXXX, Account Number XXXX XXXX, Account Number XXXX XXXX XXXX XXXX, Account Number XXXX XXXX Account Number XXXX XXXX, Date of Inquiry XX/XX/XXXX XXXX, Date of Inquiry XX/XX/XXXXXXXX XXXX XXXX, Date of Inquiry XX/XX/XXXX XXXX XXXX, Date of Inquiry XX/XX/XXXX XXXX, Date of Inquiry XX/XX/XXXXXXXX XXXX, Date of Inquiry XX/XX/XXXX XXXX, Date of Inquiry XX/XX/XXXX, has violated my rights. 15 U.S.C. 1681 section 602 A. States I have the right to privacy. 15 U.S.C. 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish an account without my written instructions 15 U.S.C. 1681c ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items. Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years. 15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",complaint,hf_hpe_customer_complaints,"improper use of your report reporting company used your report improperly credit reporting, credit repair services, or o",public_mapped_high,False
I want help to inform of an error with payments,payment_issue,hf_bitext_customer_support,payment_issue,public_mapped_high,False
"Good morning, can you send me your corporate dinner package prices?",pricing_request,eventsense_event_templates,pricing_request,event_specific_template,True
assistance ordering several of ur product,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
I need to create a account,service_question,hf_bitext_customer_support,create_account,public_mapped_high,False
why wouldn't you support american express? its a card i like and use often and i don't want to get a different one,payment_issue,hf_banking77,supported_cards_and_currencies,public_mapped_medium,False
Can we check if the full planning package team is free on next week?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
Can we check if the stage setup team is free on next week?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
I want to reserve the outdoor area for my corporate dinner.,booking_inquiry,eventsense_event_templates,booking_inquiry,event_specific_template,True
I am trying to check how soon can I expect my parcel,service_question,hf_bitext_customer_support,delivery_period,public_mapped_high,False
"On XX/XX/2021, I mailed a letter to Experian and XXXX about 4 negative accounts that were removed from my XXXX Consumer Report because of its inaccuracies and errors. I sent documented proof of the Inaccuracies and Experian and XXXX refuse to remove them like XXXX did. Also, I have not received a response letter yet and its been more than 30 days.",complaint,hf_hpe_customer_complaints,problem with a credit reporting company's investigation into an existing problem investigation took more than 30 days cr,public_mapped_high,False
creating new premium account for daughter,service_question,hf_bitext_customer_support,create_account,public_mapped_high,False
"Lexisnexis continues to violate the FCRA 623 ( a ) ( 1 ) ( A ). Lexis failed to conduct a proper investigation as they are required to do under the FCRA. I disputed a XXXX XXXX Bankruptcy ( File Number : XXXX ) that they continue to report on my credit file that they maintain under my social security number, the ENCLOSED report highlights the ERRORS that they continue to report to XXXX, XXXX and XXXX. 1 ) Shows a Bankruptcy filing number of ( XXXX ) that number is listed INVALID by Pacer ( See enclosed report ) 2 ) Their report contains several missing items ( See enclosed report ) 3 ) Shows disposition as discharged and UNKNOWN. ( Refer to enclosed report, source Lexisnexis ) 4 ) Shows a contact number of : XXXX ( This number is invalid, See enclosed report ). Now is not the time to update this report, this file must be deleted per the FCRA or I will seek my legal remedy in Federal Court for your violations of the FCRA.",complaint,hf_hpe_customer_complaints,"incorrect information on your report information is missing that should be on the report credit reporting, credit repair",public_mapped_high,False
can you show me the early termination fee?,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
What are your fees for catering and coordination?,pricing_request,eventsense_event_templates,pricing_request,event_specific_template,True
Can we check if the entrance setup team is free on June 14?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
Is full planning package included or separate?,service_question,eventsense_event_templates,service_question,event_specific_template,True
I am a victim of identity theft. Several years ago my office was broken into and several identity documents were stolen. After the identity theft several accounts were applied for and/or opened in my name without my knowledge or consent. I filed a police report and have attached a copy of it to this complaint. I ordered my XXXX report and found the inquiry below which was not authorized by me : Clarity Services on behalf of XXXX XXXX XXXX Date : XX/XX/2018,complaint,hf_hpe_customer_complaints,"improper use of your report credit inquiries on your report that you don't recognize credit reporting, credit repair ser",public_mapped_high,False
is it possible to speak to someone ?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
I am looking for information about the key retrieval,service_question,hf_bitext_customer_support,recover_password,public_mapped_high,False
what do i have to do to earn a few of ur product,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
"I want to use the standard profile, how can I do it?",service_question,hf_bitext_customer_support,switch_account,public_mapped_high,False
need to create a standard account,service_question,hf_bitext_customer_support,create_account,public_mapped_high,False
I want help to unsubscribe to the company newsletter,other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
"This is a formal dispute and request to remove late payments from my credit report.The information is incorrect, untrue, and the laws pertaining to furnishers reporting late payments is quite clear.I have outlined it below : Section 623 ( A ) ( 7 ) requires a financial institution that regularly reports negative information to nationwide CRAs to provide one clear and conspicuous written notice of that practice to consumers, no later than 30 days after first reporting such information.My research has found this notice is typically found on monthly statements, however : 15 U.S.Code 1681s-2 - Responsibilities of furnishers of information to consumer reporting agencies ( 7 ) Negative Information ( E ) Use of notice without submitting negative information. No provision of this paragraph shall be construed as requiring a financial institution that has provided a customer with a notice described in subparagraph ( A ) to furnish negative information about the customer to a consumer reporting agency. Additionally, FTC Advisory opinion to XXXX ( XXXX ) states : Section 623 ( a ) ( 2 ) of the FCRA addresses the duty to correct and update information. A person who regularly and in the ordinary course of business furnishes infor- mation to one or more consumer reporting agencies about the persons transactions or experiences with any consumer ; and has furnished to a consumer reporting agency information that the person determines is not complete or accurate, shall promptly notify the consumer reporting agency of that determination and provide to the agency any corrections to that information, or any additional information, that is necessary to make the information provided by the person to the agency complete and accurate, and shall not thereafter furnish to the agency any of the information that remains not complete or accurate. As you can see the law and FTC opinion state that you, the furnisher, are Not legally bound to report any negative information. Please refrain from continuing to report the late payments on my credit reports. The account is current, and thus, you have a duty to correct and update the negative reporting of the late payments.",complaint,hf_hpe_customer_complaints,"incorrect information on your report account status incorrect credit reporting, credit repair services, or other persona",public_mapped_high,False
The number of guests decreased from 80 to 220.,guest_count_change,eventsense_event_templates,guest_count_change,event_specific_template,True
question about cancelling purchase,cancellation_request,hf_bitext_customer_support,cancel_order,public_mapped_high,False
how should i add money to my card,pricing_request,hf_banking77,top_up_by_card_charge,public_mapped_medium,False
need assistance to ssubscribe to your company newsletter,other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
what is the cost of flights from denver to san francisco,pricing_request,hf_atis,airfare,weak_domain_mapped,False
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,other,hf_sms_spam_collection,ham,other_spam_noise,False
Is the basic package available for 60 guests?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia,availability_question,hf_atis,flight,weak_domain_mapped,False
"I have to see the withdrawal fees, can you help me?",cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
give me flights without fares from atlanta to baltimore,availability_question,hf_atis,flight,weak_domain_mapped,False
what ground transportation is available from la guardia airport into new york city,service_question,hf_atis,ground_service,weak_domain_mapped,False
We have an emergency and need to update the stage setup plan today.,urgent_change,eventsense_event_templates,urgent_change,event_specific_template,True
assistance to cancel purchase,cancellation_request,hf_bitext_customer_support,cancel_order,public_mapped_high,False
i do not understand ya is it possible to speak to osmebody,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
swap several articles of order,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
"According to the Fair Credit Reporting Act 15 USC 1681 section 602 a states "" There is a need to insure that consumer reporting agencies exercise their grave responsibilities with fairness, impartiality, and a respect for the consumers right to privacy. '' TransUnion, XXXX and XXXX are consumer reporting agencies and I am the Consumer. I have the right to make sure my private information isn't shared which is backed by 15 USC 6801 which states '' It is the policy of the Congress that each financial institution has an affirmative and continuing obligation to respect the privacy of its customers and to protect the security and confidentiality of those customers nonpublic personal information. '' ( Furnisher of information to credit agencies ) is a financial institution by definition under that title. 15 USC 1681 section 604 a section 2 states that "" In general Subject to subsection ( c ), any consumer reporting agency may furnish a consumer report under the following circumstances and no other : in accordance with the written instructions of the consumer to whom it relates. '' ( Furnisher of information to credit agencies ) the financial institution and the Consumer reporting agencies TransUnion, XXXX and XXXX do not have my consent to furnish this information and they surely do not have my written consent. Any and all consent to TransUnion, XXXX, XXXX, ( Furnisher of information to credit agencies ) whether it be verbal, non-verbal, written, implied or otherwise is revoked. 15 USC 6802 ( b ) ( c ) states that "" A financial institution may not disclose nonpublic personal information to a nonaffiliated third party unless the consumer is given an explanation of how the consumer can exercise that nondisclosure option. '' ( Furnisher of information to credit agencies ) Never informed me of my right to exercise my nondisclosure option. Not only that 15 USC 1681C ( a ) ( 5 ) states '' Except as authorized under subsection ( b ), no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years. '' This account is an adverse item they are reporting again without my permission which is against the law. 15 U.S. Code 1681s2 ( A ) ( 1 ) A states "" A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate. 15 U.S. Code 1681e states '' Every consumer reporting agency shall maintain reasonable procedures designed to avoid violations of section 1681c of this title and to limit the furnishing of consumer reports to the purposes listed under section 1681b of this title. TransUnion, XXXX and XXXX are not maintaining reasonable procedures. Also 12 CFR 1016.7 states that "" A consumer may exercise the right to opt out at any time. '' I am opting out of your reporting services. XXXX XXXX XXXX XXXX XXXX XXXX XXXX",complaint,hf_hpe_customer_complaints,"improper use of your report reporting company used your report improperly credit reporting, credit repair services, or o",public_mapped_high,False
is it possible to chat with an operator?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
Is the full wedding package available for 170 guests?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
I am interested in booking your gold package for a reception.,booking_inquiry,eventsense_event_templates,booking_inquiry,event_specific_template,True
Is the main hall available for the 25th?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
"Sir, i am waiting for your call.",other,hf_sms_spam_collection,ham,other_spam_noise,False
In accordance with the Fair Credit Reporting act Dept Of EducationXXXXXXXX ( All Accounts ) has violated my rights. 15 U.S.C 1681 section 602 A. States I have the right to privacy. 15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions,complaint,hf_hpe_customer_complaints,"improper use of your report reporting company used your report improperly credit reporting, credit repair services, or o",public_mapped_high,False
could you help me to talk to a person?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
The birthday event is next week and we need to change the setup.,urgent_change,eventsense_event_templates,urgent_change,event_specific_template,True
why was i charged a small amount,pricing_request,hf_banking77,extra_charge_on_statement,public_mapped_medium,False
"I have to shop an article, I need help",booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
I don't know how I can talk to a live agent,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
"On the XX/XX/2019 a savings account was closed at Capital One 360 and the remaining amount to be mailed out is {$480.00}. The customer service representative stated that it should take between 5 to10 business until receipt of the check. It is now XX/XX/2019 and I have yet to receive the check from Capital One 360. I have called several times to check on the status to no avail. Customer service keeps bouncing me to another department that handles the account that is either never available, and never gets back to you when leaving a message. It is now close to a month of dealing with this bank with this issue, and yet nothing is being resolved. I just want my funds made available as soon as possible!",cancellation_request,hf_hpe_customer_complaints,closing an account funds not received from closed account checking or savings account   ,public_mapped_high,False
"PERSONAL ACCT FRAUD COMPLAINT I was a victim of unauthorized wire fraud. The fraud on my personal account was the second of XXXX wire transfers initiated on XX/XX/22. The first was made from my Chase Business account. This one made from my personal checking account, since it was after XXXX, could not be completed until the following day. The criminal convinced me not to sign into my accounts after we got off the phone while the "" Federal Reserve XXXX '' monitored my account for the next XXXX hours with the hope that XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX in again and they could collect his IP address. This was a criminal offense, he explained, and they would bring criminal charges if they could catch him. At the end of the call, he told me he would call me back in the morning to follow up and to wait for his call. In my non-critical state of mind due to illnessI had been sleeping all day and was awakened by the call at XXXX believed the criminal was trying to help me. I went back to sleep after the call until the next morning. DETAILS OF CALL The criminal, posing as a Chase representative by the name XXXX, convinced me he was legitimate because the number he was calling from matched the number on my Chase Business Debit card, XXXX. He had a lot of knowledge about my personal and business accounts. At no time before, during, or after this encounter did I ever share any account numbers, social security numbers, addresses, or phone numbers with him or anyone. He explained with some urgency that he needed to help me reverse several fraudulent wire transfers that were currently in progress by XXXX XXXX of XXXX XXXXXXXX XXXX. Amounts he initially mentioned : {$7200.00}, {$5000.00}, {$1800.00}, aligned with the amounts in the XXXX accounts he was referring to, respectively my personal checking, my business checking, and my business savings accounts. At every curious point, he satisfied my doubts and questions and stepped me through, screen by screen, what he explained was the reversal of these in-progress wire transfers. It dawned on me too latethe following afternoonthat he had duped me into unwittingly participating in the actual XXXX wire transfers that would deplete my personal and business accounts. I am shocked and mortified that I was tricked by this criminal. He reached me at just the right moment, having just awakened at XXXX having slept all day due to illness. I have appealed to JP Morgan Chase Bank, a company Ive been a customer with for decades, to do everything in its power to recall the transfers made to XXXX XXXX XXXX XXXX account. But my bank seems to have a loophole in protecting me since I unwittingly became a participant in this fraud. I am a single, middle income XXXX, and this criminal depleted my accounts of all my liquid funds.",complaint,hf_hpe_customer_complaints,managing an account deposits and withdrawals checking or savings account   ,public_mapped_high,False
Where did this fee come from?,pricing_request,hf_banking77,extra_charge_on_statement,public_mapped_medium,False
I do not know how I can chat with an operator,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
"I AM STARTING A NEW JOB HOWEVER I HAVE SOME ISSUES WITH MISS SPELLING OF MY NAME. MY NAME IS XXXX XXXX XXXX PLEASE DELETE ANY OTHER SPELLING OF MY NAME THEY ARE NOT ACCURATE. I HAVE SOME ADDRESSES ON MY CREDIT FILE THAT ARE NOT MINE. PLEASE DELETE THE FOLLOWING ADDRESSES : XXXX XXXX XXXX XXXX XXXX, NY XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX, OH XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX, OH XXXX XXXX XXXX XXXX, XXXX, OH XXXX ( XXXX ) XXXX",complaint,hf_hpe_customer_complaints,"incorrect information on your report personal information incorrect credit reporting, credit repair services, or other p",public_mapped_high,False
"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. Account name : XXXX XXXX XXXX, Account name : XXXX XXXX XXXX XXXX XXXX, Account name : XXXX XXXX XXXX XXXX, Account name : XXXX XXXX XXXX, Account name : XXXX XXXX XXXX, has violated my rights. 15 U.S.C 1681 section 602 A. States I have the right to privacy. 15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years. 15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate",complaint,hf_hpe_customer_complaints,"improper use of your report reporting company used your report improperly credit reporting, credit repair services, or o",public_mapped_high,False
can uhelp me contact an assostant,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
"Urgent, we need to change the entrance setup before next Friday.",urgent_change,eventsense_event_templates,urgent_change,event_specific_template,True
what do i have to do to sign up to the newsletter,other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
i do not know what to do to cancel order,cancellation_request,hf_bitext_customer_support,cancel_order,public_mapped_high,False
I think I was wrongly charged in a recent transaction when I used my card.,pricing_request,hf_banking77,card_payment_fee_charged,public_mapped_medium,False
Why have I been charged a small fee to use my card?,pricing_request,hf_banking77,card_payment_fee_charged,public_mapped_medium,False
i want help to shop a product,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
Please connect me with the wedding planner responsible for my event.,human_escalation,eventsense_extra_manual_examples,human_escalation,event_specific_manual,True
Can you check if you received $1000?,payment_issue,eventsense_event_templates,payment_issue,event_specific_template,True
could you hlp me shopping some of your article?,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
where can I make a claim against your company?,complaint,hf_bitext_customer_support,complaint,public_mapped_high,False
can i speak with an operator,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
Please ask someone from your team to call me.,human_escalation,eventsense_event_templates,human_escalation,event_specific_template,True
"I need to add a product to purchase , help me",urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,other,hf_sms_spam_collection,ham,other_spam_noise,False
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,other,hf_sms_spam_collection,ham,other_spam_noise,False
Is it okay if we reduce the guest count to 60?,guest_count_change,eventsense_event_templates,guest_count_change,event_specific_template,True
I need help to submit a different shipping address,service_question,hf_bitext_customer_support,set_up_shipping_address,public_mapped_high,False
help me to see the early exit fee,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
"So, because of my untimely payments, I incurred several months of late payments with my Bank of America credit card and all my other credit cards. I contacted all of my credit card companies and I told them what occurred and the reason why I was late. All of the other banks agreed to take off all the late payments on the account, and subsequently, I paid the current payment due as part of the agreement. I contacted Bank of America and I asked if I could have the late payments waived. The agent asked what were the issues and the reason why I was late at the time, ( I was two months late ). I told them once again the reason due to me studying for the XXXX XXXX XXXX ; I had to reduce my work hours. The manager online listened and said that there is nothing that he could do. If I dont pay the late fees the credit card account will be charged off. Now, the late fees have increased now I am up to six months in late payments, when I first contacted Bank of America I had two months of late fees. They have charged off the card in their system and I can not use the card again. The Bank offered me a settlement and I told them on XXXX XXXX, 2017 - I was willing to pay {$700.00} as settlement while I was in the branch X/XX/2017 ... but the customer service agent was adamant about charging me {$1000.00} to settle the account. At this point I am done with Bank of America. They are continuing charging me fees and interest. I need to settle this account and get them off my credit report. My credit report is suffering in the interim. Please help me! Thank you,",payment_issue,hf_hpe_customer_complaints,fees or interest problem with fees credit card or prepaid card   ,public_mapped_high,False
transfer to live agent,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
I want assistance buying some of your product,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
"Hello, I want to book a engagement with you.",booking_inquiry,eventsense_event_templates,booking_inquiry,event_specific_template,True
"PayPal placed a Limitation on my account onXX/XX/XXXX due to fraud. On that day I spoke to a Supervisor- XXXXi- She escalated by case. On Friday XX/XX/XXXX I received a message stating that you partially removed some limitation, however I can not tell what those are. I still have no access to my funds. No responses from my daily messages to PayPal. I have attached the documents requested by XXXX again. The package for XXXX XXXX was delivered on XXXX. As you can see there was a note included, showing her satisfaction- The RISK of a chargeback is no existent. The other is the REFUNDS-UNKNOWN- XXXX XXXX are payment from a Delivery/XXXX XXXX- XXXX XXXX XXXX. This is how they pay in their instant payout feature to a debit card. These are not charge backs. I would also like to add that I have had over XXXX sales in my XXXX store with no charge backs at all. If you need documentation of that please let me know. This account is all my funds in the world. I have not been able to purchase gas or buy food for my family. As you can see the deposit that came in last week was my Federal Child Tax refunds and payment from another XXXX XXXX I work to make extra money for my family since I am a single mother.",cancellation_request,hf_hpe_customer_complaints,closing an account company closed your account checking or savings account   ,public_mapped_high,False
What are the fees for using a European bank card?,pricing_request,hf_banking77,top_up_by_card_charge,public_mapped_medium,False
can you help me earning several products?,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
get saturday fares from washington to toronto,pricing_request,hf_atis,airfare,weak_domain_mapped,False
"In accordance with the fair credit reporting act XXXX Account # XXXX, has violated my rights. 15 USC 1681 Section 602 States I have the right to privacy. 15 USC 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish an account without my written instructions. 15 USC 1666B : A creditor may not treat a payment on a credit card account under an open-end consumer credit plan as late for purpose.",complaint,hf_hpe_customer_complaints,"improper use of your report reporting company used your report improperly credit reporting, credit repair services, or o",public_mapped_high,False
They have refused to investigate and remove the unverifiable and inaccurate accounts from my file for over two months.,complaint,hf_hpe_customer_complaints,problem with a credit reporting company's investigation into an existing problem their investigation did not fix an erro,public_mapped_high,False
Can we add 30 more guests to the birthday event?,guest_count_change,eventsense_event_templates,guest_count_change,event_specific_template,True
How much is the exchange fee?,pricing_request,hf_banking77,exchange_charge,public_mapped_medium,False
where do i check the termination penalty,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
Can your team handle a reception on the 25th?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
"The car that was allegedly sold to me was repossessed with the Exeter Finance and was not resold. According to Virginia state law once the vehicle has been repossessed, the original creditor may decide to either keep it as compensation for your debt or resell it in a public or private sale. The Exeter Finance decided to keep the car as compensation and therefore I no longer owe the original creditor for the vehicle. If this car was resold proper notices were not given. Under the laws of the State of Virginia UCC and State RISA and MVISA statutes a deficiency can not be claimed unless all of the required notices were properly and timely given, and all of the allowable redemption and cure time limits were adhered to. State law also requires that the creditor tell you the time and place of the sale so that you can attend and participate in the bidding or If the vehicle will be sold privately, you have a right to know the date of the sale. None of these things have been done or provided by this collection agency to properly validate that this debt is owed. I want to be provided the following : A proper validation with the signed contract with the original creditor A copy of purchase agreement If there have been any other changes or adjustments since the last billing statement from the Exeter, for them to please provide full verification and documentation of the amount you are trying to collect. Explain how that amount was calculated. In addition, explain how the other changes or adjustments are authorized by the agreement creating the debt and permitted by law in my state. Provide proof that all of the required notices were properly and timely given, and all of the allowable redemption and cure time limits were adhered to. If the vehicle was sold provide proof with a copy of the required State law notice sent of the amount, time, and place of the sale and If the vehicle was sold privately, provide the proper notice with the amount and date of the sale.",payment_issue,hf_hpe_customer_complaints,managing the loan or lease problem with fees charged vehicle loan or lease   ,public_mapped_high,False
there are problems setting up a new delivery address,service_question,hf_bitext_customer_support,set_up_shipping_address,public_mapped_high,False
The sample looks bad and the wedding is soon.,complaint,eventsense_event_templates,complaint,event_specific_template,True
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call . Claim code KL341. Valid 12 hours only.,other,hf_sms_spam_collection,spam,other_spam_noise,False
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to , if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",other,hf_sms_spam_collection,spam,other_spam_noise,False
